"","id","test","t_closest","closest_dist","stdClosest","twinCloseMin","avgRank","clan","disturbance","sex","tar_rank_level","birthdate","surv","longevity","status","avgRank_level","rank_level"
"209","tato","lion",30,30,0.0714285714285714,30,NA,"talek","high","f",NA,2012-11-25,0,3.01369863013699,"r",NA,"high"
"210","tero","target",318,7,0.376358695652174,277,-0.776315789473684,"north","low","f","low",2011-02-16,0,6.37260273972603,"r","low","low"
"211","tero","lion",53.2,53.2,0.432072829131653,53.2,-0.776315789473684,"north","low","f","low",2011-02-16,0,6.37260273972603,"r","low","low"
"212","thy","target",127,28,0.741344195519348,364,NA,"south","low","m","mid",2010-11-22,1,3.36438356164384,"r",NA,"mid"
"213","tilt","target",81,15,0.351681957186544,115,-0.353718857974177,"talek","high","f","mid",2008-07-20,0,7.36712328767123,"r","low","low"
"214","tilt","lion",60.2857142857143,60.2857142857143,0.497619047619048,60.2857142857143,-0.353718857974177,"talek","high","f","mid",2008-07-20,0,7.36712328767123,"r","low","low"
"215","titn","target",399,65,0,0,NA,"talek","high","m","high",2010-10-25,1,3.1013698630137,"r",NA,"high"
"216","titn","lion",7,7,0.104166666666667,7,NA,"talek","high","m","high",2010-10-25,1,3.1013698630137,"r",NA,"high"
"217","tnks","box",0.483333333,0,0,0.483333333,NA,"talek","high","f",NA,2013-03-15,0,2.74246575342466,"r",NA,"mid"
"218","tnks","novel",NA,5,5,NA,NA,"talek","high","f",NA,2013-03-15,0,2.74246575342466,"r",NA,"mid"
"219","tnks","lion",28.5,28.5,0.118194305694306,28.5,NA,"talek","high","f",NA,2013-03-15,0,2.74246575342466,"r",NA,"mid"
"220","tnsl","target",92,55,0,0,-0.404592363261094,"north","low","f","low",2006-08-20,0,7.81643835616438,"r","low","low"
"221","tnsl","lion",71.6666666666667,71.6666666666667,0.391446433645922,71.6666666666667,-0.404592363261094,"north","low","f","low",2006-08-20,0,7.81643835616438,"r","low","low"
"222","toro","target",126,2,0.391849529780564,125,NA,"north","low","m","low",NA,1,NA,"i",NA,"immigrant"
"223","toro","lion",45,45,0.30406162464986,45,NA,"north","low","m","low",NA,1,NA,"i",NA,"immigrant"
"224","trni","target",241,9.5,0.602272727272727,371,NA,"north","low","m","high",2012-07-04,1,3.98356164383562,"r",NA,"high"
"225","trni","box",NA,0,0,NA,NA,"north","low","m","high",2012-07-04,1,3.98356164383562,"r",NA,"high"
"226","trni","novel",NA,5,5,NA,NA,"north","low","m","high",2012-07-04,1,3.98356164383562,"r",NA,"high"
"227","trni","lion",43.2857142857143,43.2857142857143,0.378571428571429,43.2857142857143,NA,"north","low","m","high",2012-07-04,1,3.98356164383562,"r",NA,"high"
"228","trot","target",395,4,0.58348623853211,318,NA,"south","low","m","low",2007-06-01,0,8.96986301369863,"i",NA,"immigrant"
"229","trot","lion",72.5,72.5,0.461607142857143,72.5,NA,"south","low","m","low",2007-06-01,0,8.96986301369863,"i",NA,"immigrant"
"230","tru","target",82,45,0,0,-0.448559858726099,"south","low","f","low",2007-10-01,0,9.74520547945206,"r","low","low"
"231","twst","target",76,45,0,0,0.303073286052009,"talek","high","f","high",2011-03-03,0,4.79452054794521,"r","mid","mid"
"232","twst","lion",33.625,33.625,0.184761117505683,33.625,0.303073286052009,"talek","high","f","high",2011-03-03,0,4.79452054794521,"r","mid","mid"
"233","tylr","target",55,7,0.602006688963211,180,NA,"south","low","m","low",NA,0,NA,"i",NA,"immigrant"
"234","tylr","lion",225,225,0.833333333333333,225,NA,"south","low","m","low",NA,0,NA,"i",NA,"immigrant"
"235","vail","target",408,15,0.511848341232227,324,NA,"south","low","m","low",NA,0,NA,"i",NA,"immigrant"
"236","wafl","target",170,6,0.188965517241379,137,0.218045112781955,"north","low","f","high",2007-09-06,0,9.82191780821918,"r","mid","mid"
"237","wafl","lion",57,57,0.292170868347339,57,0.218045112781955,"north","low","f","high",2007-09-06,0,9.82191780821918,"r","mid","mid"
"238","wstr","target",74,14,0.155555555555556,49,NA,"hz","low","m","low",NA,1,NA,"i",NA,"immigrant"
"239","wstr","lion",38,38,0.371428571428571,38,NA,"hz","low","m","low",NA,1,NA,"i",NA,"immigrant"
"240","xena","target",60,5,0.638655462184874,152,NA,"talek","high","m","high",2011-11-25,1,2.94246575342466,"r",NA,"high"
"241","xena","box",NA,5,5,NA,NA,"talek","high","m","high",2011-11-25,1,2.94246575342466,"r",NA,"high"
"242","xena","novel",0.096333333,0,0,0.096333333,NA,"talek","high","m","high",2011-11-25,1,2.94246575342466,"r",NA,"high"
"243","xena","lion",78.75,78.75,0.502747252747253,78.75,NA,"talek","high","m","high",2011-11-25,1,2.94246575342466,"r",NA,"high"
"244","yog","target",126,25,0.184971098265896,64,-0.385973858973003,"talek","high","f","mid",2001-11-20,0,14.1123287671233,"r","low","low"
"245","yog","lion",47.1739130434783,47.1739130434783,0.30319519865958,47.1739130434783,-0.385973858973003,"talek","high","f","mid",2001-11-20,0,14.1123287671233,"r","low","low"
"246","ziti","target",315,18.3,0.204938271604938,83,NA,"talek","high","m","mid",2010-04-03,0,5.73972602739726,"r",NA,"mid"
"247","ziti","lion",71.8888888888889,71.8888888888889,0.262676619083942,71.8888888888889,NA,"talek","high","m","mid",2010-04-03,0,5.73972602739726,"r",NA,"mid"
